post_title,post_content,post_status,post_type,sku,regular_price,product_cat,brand,product_url,variant,color,meta:Material,meta:Weight,images,meta:image_1_local_path,meta:additional_image_2,meta:image_2_local_path,meta:additional_image_3,meta:image_3_local_path,meta:additional_image_4,meta:image_4_local_path,meta:additional_image_5,meta:image_5_local_path,meta:import_date,meta:import_source
Speedmax CFR Di2,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4133,11199.0,Time Trial,Canyon,https://www.canyon.com/nl-nl/racefietsen/triathlon-fietsen/speedmax/cfr/speedmax-cfr-di2/4133.html?dwvar_4133_pv_rahmenfarbe=R085_P16,,,Carbon (CFR),"9,26 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw8cfa038b/images/customer-service/road-bikes/thumb-speedmax-Unbox-and-assemble-your-Speedmax-CFR-2022.jpg?sw=1080,images/Canyon/Speedmax_CFR_Di2/thumb-speedmax-Unbox-and-assemble-your-Speedmax-CFR-2022.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Speedmax_CFR_Di2/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Speedmax_CFR_Di2/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwa775a782/images/pdp/road-bikes/brand-canyon-speedmax-cf-slx-MY24-01.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Speedmax_CFR_Di2/brand-canyon-speedmax-cf-slx-MY24-01.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw558d46a3/images/pdp/awards/DI_LogoNEU_2025_pos_RGB.png?sw=180,images/Canyon/Speedmax_CFR_Di2/DI_LogoNEU_2025_pos_RGB.png,2025-07-18 10:58:29,trek_scraper
Speedmax CF 7 Di2,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4454,5099.0,Time Trial,Canyon,https://www.canyon.com/nl-nl/racefietsen/triathlon-fietsen/speedmax/cf/speedmax-cf-7-di2/4454.html?dwvar_4454_pv_rahmenfarbe=R073_P11,,,Carbon (CF),"9,38 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Speedmax_CF_7_Di2/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw3f928388/images/top/2026_TOP-1/2026/2026_TOP-1_speedmax_cf-7-di2_4454_R073_P11_carbon-cockpit.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Speedmax_CF_7_Di2/2026_TOP-1_speedmax_cf-7-di2_4454_R073_P11_carbon-cockpit.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Speedmax_CF_7_Di2/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw980a3f49/images/full/2026_FULL_/2026/2026_FULL_speedmax_cf-7-di2_4454_R073_P11.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Speedmax_CF_7_Di2/2026_FULL_speedmax_cf-7-di2_4454_R073_P11.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw980a3f49/images/full/2026_FULL_/2026/2026_FULL_speedmax_cf-7-di2_4454_R073_P11.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Speedmax_CF_7_Di2/2026_FULL_speedmax_cf-7-di2_4454_R073_P11.jpg,2025-07-18 10:58:29,trek_scraper
Speedmax CF 8 Di2,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4455,6099.0,Time Trial,Canyon,https://www.canyon.com/nl-nl/racefietsen/triathlon-fietsen/speedmax/cf/speedmax-cf-8-di2/4455.html?dwvar_4455_pv_rahmenfarbe=R073_P11,,,Carbon (CF),"9,12 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Speedmax_CF_8_Di2/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw558fa3b7/images/top/2026_TOP-2/2026/2026_TOP-2_speedmax_cf-8-di2_4455_R073_P11_hyrdraton-system.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Speedmax_CF_8_Di2/2026_TOP-2_speedmax_cf-8-di2_4455_R073_P11_hyrdraton-system.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Speedmax_CF_8_Di2/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw43ca1b39/images/top/2026_TOP-1/2026/2026_TOP-1_speedmax_cf-8-di2_4455_R073_P11_carbon-cockpit.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Speedmax_CF_8_Di2/2026_TOP-1_speedmax_cf-8-di2_4455_R073_P11_carbon-cockpit.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwd8450547/images/full/2026_FULL_/2026/2026_FULL_speedmax_cf-8-di2_4455_R073_P11.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Speedmax_CF_8_Di2/2026_FULL_speedmax_cf-8-di2_4455_R073_P11.jpg,2025-07-18 10:58:29,trek_scraper
Aeroad CFR Tensor,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,3969,10699.0,Aero,Canyon,https://www.canyon.com/nl-nl/racefietsen/aero-racefietsen/aeroad/cfr/aeroad-cfr-tensor/3969.html?dwvar_3969_pv_rahmenfarbe=R108_P05,,,Carbon (CFR),"7,36 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Aeroad_CFR_Tensor/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dwe391d685/images/customer-service/road-bikes/MY25_ARD-CFR-Di2_3967_UB.jpg?sw=1080,images/Canyon/Aeroad_CFR_Tensor/MY25_ARD-CFR-Di2_3967_UB.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Aeroad_CFR_Tensor/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw558d46a3/images/pdp/awards/DI_LogoNEU_2025_pos_RGB.png?sw=180,images/Canyon/Aeroad_CFR_Tensor/DI_LogoNEU_2025_pos_RGB.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwe35a2604/images/full/2025_FULL_/2025/2025_FULL_aeroad_cfr-mvdp_3969_R108_P05.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Aeroad_CFR_Tensor/2025_FULL_aeroad_cfr-mvdp_3969_R108_P05.jpg,2025-07-18 10:58:29,trek_scraper
Ultimate CFR Di2,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,3859,8629.0,Race,Canyon,https://www.canyon.com/nl-nl/racefietsen/wielrenfietsen/ultimate/cfr/ultimate-cfr-di2/3859.html?dwvar_3859_pv_rahmenfarbe=R102_P05,,,Carbon (CFR),"6,76 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Ultimate_CFR_Di2/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Ultimate_CFR_Di2/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw609fab0f/images/pdp/Adv-pdp-ultimate-CFR-di2-1.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CFR_Di2/Adv-pdp-ultimate-CFR-di2-1.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw5783cda7/images/customer-service/road-bikes/unbox-and-assemble-your-ultimate-2023.jpg?sw=1080,images/Canyon/Ultimate_CFR_Di2/unbox-and-assemble-your-ultimate-2023.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw3955df03/images/pdp/brand-highlight-raw-carbon-frames.jpg?sw=513&sh=289&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CFR_Di2/brand-highlight-raw-carbon-frames.jpg,2025-07-18 10:58:29,trek_scraper
Speedmax CF SLX 8 Di2,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4135,8649.0,Time Trial,Canyon,https://www.canyon.com/nl-nl/racefietsen/triathlon-fietsen/speedmax/cf-slx/speedmax-cf-slx-8-di2/4135.html?dwvar_4135_pv_rahmenfarbe=R091_P14,,,Carbon (CF),"9,22 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwa5356b55/images/full/2026_FULL_/2026/2026_FULL_speedmax_cf-slx-8-di2_4135_R091_P14.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Speedmax_CF_SLX_8_Di2/2026_FULL_speedmax_cf-slx-8-di2_4135_R091_P14.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Speedmax_CF_SLX_8_Di2/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwbdc4fd8b/images/top/2026_TOP-2/2026/2026_TOP-2_speedmax_cf-slx-8-di2_4135_R091_P14_race-ready.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Speedmax_CF_SLX_8_Di2/2026_TOP-2_speedmax_cf-slx-8-di2_4135_R091_P14_race-ready.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Library-Sites-canyon-shared/default/dw8cfa038b/images/customer-service/road-bikes/thumb-speedmax-Unbox-and-assemble-your-Speedmax-CFR-2022.jpg?sw=1080,images/Canyon/Speedmax_CF_SLX_8_Di2/thumb-speedmax-Unbox-and-assemble-your-Speedmax-CFR-2022.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw6dbbf10e/images/top/2026_TOP-3/2026/2026_TOP-3_speedmax_cf-slx-8-di2_4135_R091_P14_seatstay.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Speedmax_CF_SLX_8_Di2/2026_TOP-3_speedmax_cf-slx-8-di2_4135_R091_P14_seatstay.jpg,2025-07-18 10:58:29,trek_scraper
Endurace CF 7 Di2,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4275,3049.0,Endurance,Canyon,https://www.canyon.com/nl-nl/racefietsen/endurance-racefietsen/endurace/cf/endurace-cf-7-di2/4275.html?dwvar_4275_pv_rahmenfarbe=R076_P09,,,Carbon (CF),"8,6 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Endurace_CF_7_Di2/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw15d408d5/images/top/2026_TOP-3/2026/2026_TOP-3_endurace_cf-7-di2_4275_R076_P09_cable-integration.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_CF_7_Di2/2026_TOP-3_endurace_cf-7-di2_4275_R076_P09_cable-integration.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw31e562ad/images/full/2026_FULL_/2026/2026_FULL_endurace_cf-7-di2_4275_R076_P09.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_CF_7_Di2/2026_FULL_endurace_cf-7-di2_4275_R076_P09.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw4e028305/images/top/2026_TOP-4/2026/2026_TOP-4_endurace_cf-7-di2_4275_R076_P09_seatpost.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_CF_7_Di2/2026_TOP-4_endurace_cf-7-di2_4275_R076_P09_seatpost.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Endurace_CF_7_Di2/pdpModalTriggerCompare.jpg,2025-07-18 10:58:29,trek_scraper
Endurace CF 7,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4274,2349.0,Endurance,Canyon,https://www.canyon.com/nl-nl/racefietsen/endurance-racefietsen/endurace/cf/endurace-cf-7/4274.html?dwvar_4274_pv_rahmenfarbe=R076_P10,,,Carbon (CF),"8,82 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Endurace_CF_7/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw109acd1f/images/top/2026_TOP-2/2026/2026_TOP-2_endurace_cf-7_4274_R076_P10_carbon.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_CF_7/2026_TOP-2_endurace_cf-7_4274_R076_P10_carbon.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Endurace_CF_7/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw48626c02/images/full/2026_FULL_/2026/2026_FULL_endurace_cf-7_4274_R076_P10.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_CF_7/2026_FULL_endurace_cf-7_4274_R076_P10.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw48626c02/images/full/2026_FULL_/2026/2026_FULL_endurace_cf-7_4274_R076_P10.jpg?sw=750&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Endurace_CF_7/2026_FULL_endurace_cf-7_4274_R076_P10.jpg,2025-07-18 10:58:29,trek_scraper
Ultimate CF SLX 8 Di2,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4066,6099.0,Race,Canyon,https://www.canyon.com/nl-nl/racefietsen/wielrenfietsen/ultimate/cf-slx/ultimate-cf-slx-8-di2/4066.html?dwvar_4066_pv_rahmenfarbe=R100_P08,,,Carbon (CF),"7,28 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dwff050f84/images/top/2026_TOP-1/2026/2026_TOP-1_ultimate_cf-slx-8-di2_4066_R100_P08_carbon.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_SLX_8_Di2/2026_TOP-1_ultimate_cf-slx-8-di2_4066_R100_P08_carbon.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Ultimate_CF_SLX_8_Di2/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw4eb44ea5/images/top/2026_TOP-6/2026/2026_TOP-6_ultimate_cf-slx-8-di2_4066_R100_P08_tx25.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Ultimate_CF_SLX_8_Di2/2026_TOP-6_ultimate_cf-slx-8-di2_4066_R100_P08_tx25.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw9a6087de/images/full/2026_FULL_/2026/2026_FULL_ultimate_cf-slx-8-di2_4066_R100_P08.jpg?sw=448&sh=231&sm=fit&sfrm=png&q=90&bgcolor=F2F2F2,images/Canyon/Ultimate_CF_SLX_8_Di2/2026_FULL_ultimate_cf-slx-8-di2_4066_R100_P08.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Ultimate_CF_SLX_8_Di2/pdpModalTriggerCompare.jpg,2025-07-18 10:58:29,trek_scraper
Endurace Young Hero,"Fietsen van deze categorie zijn geschikt voor verharde wegen waarbij die wielen voortdurend in contact met de ondergrond blijven. Dit zijn meestal racefietsen met racesturen of rechte sturen, triatlon- of tijdritfietsen. Het maximaal toelaatbare totaalgewicht, bestaande uit biker, bagage en fiets mag niet meer dan 120 kg bedragen. Dit maximale toegestane gewicht kan onder bepaalde omstandigheden door de gebruiksaanbevelingen van de fabrikant van de componenten verder worden beperkt. Uitzonderingen in deze categorie zijn bepaalde cyclocross- en gravelfietsen met racestuur en cantilever- of schijfremmen. Deze fietsen zijn ook geschikt voor gravelpaden en offroad-parcoursen waarop de banden door kleine treden of obstakels voor korte tijd contact met de grond verliezen, en dit van 15 tot 20 cm hoog.",publish,product,4285,1299.0,Endurance,Canyon,https://www.canyon.com/nl-nl/racefietsen/youth-kids/road-youth-endurace/endurace-young-hero/4285.html?dwvar_4285_pv_rahmenfarbe=R074_P90,,,Aluminium (AL),"9,48 kg",https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites/default/dw919e7355/Splitit.png?sh=32,images/Canyon/Endurace_Young_Hero/Splitit.png,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/Sites-RoW-Site/-/default/dw69f9d44b/images/pdpModalTrigger/pdpModalTriggerCompare.jpg?sw=632&sh=356&sm=cut,images/Canyon/Endurace_Young_Hero/pdpModalTriggerCompare.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw75a729e5/images/top/2026_TOP-3/2026/2026_TOP-3_endurace_yh_4285_R074_P90_frame.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_Young_Hero/2026_TOP-3_endurace_yh_4285_R074_P90_frame.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw5a72e851/images/top/2026_TOP-2/2026/2026_TOP-2_endurace_yh_4285_R074_P90_front-triangle.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_Young_Hero/2026_TOP-2_endurace_yh_4285_R074_P90_front-triangle.jpg,https://www.canyon.com/dw/image/v2/BCML_PRD/on/demandware.static/-/Sites-canyon-master/default/dw343b7c94/images/top/2026_TOP-1/2026/2026_TOP-1_endurace_yh_4285_R074_P90_cf.jpg?sw=504&sh=504&sm=cut&sfrm=jpg&q=80,images/Canyon/Endurace_Young_Hero/2026_TOP-1_endurace_yh_4285_R074_P90_cf.jpg,2025-07-18 10:58:29,trek_scraper
